EMPLOYER_NAME,target,value,source,pay
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,115000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,115000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,115000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122200
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,123614.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,115003
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,115003
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,115000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,120000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122200
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,115003
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,126114.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,117940
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,126114.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127695
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,126301.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127695
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127695
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127695
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127695
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,122500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125435
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,126000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,128614.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127200
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127200
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,120003
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,120003
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,129602.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,127500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,129000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,126875
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,129375
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,133600
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,132689
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,132500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,125003
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,146500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,130593
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,140000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,145000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,142500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,142500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,142500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,142500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,142500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,142500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,145000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,148702.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,148702.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,142500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,134964
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,137689
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,145000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,148702.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,145000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147319
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,145000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,145000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,137500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,145000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,131178.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,149736
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,152236
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,150000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,153702.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,152500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,154222.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,147500
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155917.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,154222.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,155000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,154222.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,154819
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,156722.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,160000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,181413.5
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,184479
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,85000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,55000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,80000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,75000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,75000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,117229
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,117229
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,140000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,130000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,140000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,90000
"UBER TECHNOLOGIES, INC.",Uber,1,SAN FRANCISCO COUNTY,213000
WIPRO LIMITED,Wipro,46,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,29,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,23,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,20,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,20,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,18,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,16,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,16,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,12,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,12,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,11,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,11,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,11,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,85322
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,85322
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,60528
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,10,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,9,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,9,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,9,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,9,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,9,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,9,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,60528
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,81515
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,60528
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,8,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,7,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,6,SANTA CLARA COUNTY,92290
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,60528
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,5,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77563
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,75005
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,85322
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,94599
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,60528
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,94599
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,94598
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,75546
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,85322
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,61527
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,60528
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,81516
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,60000
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
WIPRO LIMITED,Wipro,4,SANTA CLARA COUNTY,77564
