EMPLOYER_NAME,target,value,source,pay
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,156020
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,242000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,162000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,160000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,152500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,124800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,210000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,153000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,215700
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144200
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135100
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,147000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,225500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130200
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,112000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,174000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144534
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,108000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141600
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,243000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,170000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,112270
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,106000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,149805
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,113500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,160000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,124000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,180600
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,113800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,185000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,178000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,75000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141100
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,167400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,147500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,190000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,124000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,131000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,124000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,122000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,168000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,89271
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,185000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,112400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148332
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,161000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,122290
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,163000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,171000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,128500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,275000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,171000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,160000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134784
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,116140
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,119000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,143000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,149000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134268
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,190000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120200
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,160000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,178000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,190000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,113500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133068
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,166600
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136200
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,108000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130200
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,164800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,87000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136240
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,157940
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,131178
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,178000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,153000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,166000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,119000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,90000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,128595
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135100
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115920
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142358
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139343
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,98000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141100
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132100
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,89271
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,151500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,154400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,170000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141157
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,154450
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,154500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126232
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,114480
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133200
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134970
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134180
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,121440
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,147800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,143600
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,200000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,116500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,233800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134268
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,214000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,104909
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,162000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,200000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,123000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,109762
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,118000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,180000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,164800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,197825
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,131500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,118300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,200500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,163000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,173000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138700
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,131250
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,119000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,121800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,146720
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,195000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144200
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,182700
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,108000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141350
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,236000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,205000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,159200
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142600
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,180400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130245
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130245
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,113000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126860
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,174000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137976
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,210000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129234
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,204000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,219000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138865
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,245000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,153100
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,128000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,203500
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148800
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,92000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,147300
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,215000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,106400
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,193000
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000
